layer,head,accuracy
27,24,0.8576025744167337
27,25,0.8028962188254224
27,26,0.6894609814963797
27,27,0.7288817377312953
27,28,0.8728881737731295
27,29,0.8978278358809332
27,30,0.8921962992759453
27,31,0.8801287208366855
28,0,0.8197908286403862
28,1,0.8704746580852776
28,2,0.8439259855189059
28,3,0.8938053097345132
28,4,0.8881737731295254
28,5,0.8857602574416734
28,6,0.8841512469831054
28,7,0.8736926790024135
28,8,0.8994368463395012
28,9,0.9002413515687852
28,10,0.8986323411102172
28,11,0.8849557522123894
28,12,0.8809332260659695
28,13,0.8045052292839904
28,14,0.8608205953338697
28,15,0.8793242156074015
28,16,0.8728881737731295
28,17,0.8913917940466614
28,18,0.8720836685438456
28,19,0.8809332260659695
28,20,0.8825422365245374
28,21,0.8881737731295254
28,22,0.8857602574416734
28,23,0.8849557522123894
28,24,0.8535800482703138
28,25,0.8222043443282381
28,26,0.8897827835880934
28,27,0.8551890587288817
28,28,0.8801287208366855
28,29,0.8970233306516492
28,30,0.8881737731295254
28,31,0.8841512469831054
29,0,0.8777152051488335
29,1,0.8889782783588094
29,2,0.8849557522123894
29,3,0.8584070796460177
29,4,0.8753016894609815
29,5,0.8519710378117458
29,6,0.8793242156074015
29,7,0.8793242156074015
29,8,0.8761061946902655
29,9,0.8736926790024135
29,10,0.8857602574416734
29,11,0.8551890587288817
29,12,0.8728881737731295
29,13,0.8656476267095736
29,14,0.8744971842316975
29,15,0.8777152051488335
29,16,0.8761061946902655
29,17,0.8881737731295254
29,18,0.8841512469831054
29,19,0.8930008045052292
29,20,0.8181818181818182
29,21,0.8222043443282381
29,22,0.834271922767498
29,23,0.8656476267095736
29,24,0.8994368463395012
29,25,0.8962188254223652
29,26,0.8744971842316975
29,27,0.8761061946902655
29,28,0.8728881737731295
29,29,0.8672566371681416
29,30,0.8696701528559936
29,31,0.8664521319388576
30,0,0.8849557522123894
30,1,0.8809332260659695
30,2,0.8704746580852776
30,3,0.8680611423974256
30,4,0.8938053097345132
30,5,0.8873692679002414
30,6,0.8889782783588094
30,7,0.8921962992759453
30,8,0.8817377312952535
30,9,0.8431214802896219
30,10,0.8873692679002414
30,11,0.8238133547868061
30,12,0.8037007240547064
30,13,0.8744971842316975
30,14,0.7723250201126307
30,15,0.7747385358004827
30,16,0.8881737731295254
30,17,0.8857602574416734
30,18,0.8865647626709574
30,19,0.8785197103781175
30,20,0.8479485116653258
30,21,0.7634754625905068
30,22,0.8897827835880934
30,23,0.8921962992759453
30,24,0.8753016894609815
30,25,0.8761061946902655
30,26,0.8012872083668544
30,27,0.8447304907481898
30,28,0.8769106999195495
30,29,0.8189863234111022
30,30,0.7932421560740145
30,31,0.8753016894609815
31,0,0.8978278358809332
31,1,0.8978278358809332
31,2,0.909895414320193
31,3,0.8769106999195495
31,4,0.8720836685438456
31,5,0.8930008045052292
31,6,0.8769106999195495
31,7,0.8455349959774738
31,8,0.8889782783588094
31,9,0.8881737731295254
31,10,0.8801287208366855
31,11,0.8986323411102172
31,12,0.8962188254223652
31,13,0.8865647626709574
31,14,0.8978278358809332
31,15,0.8954143201930812
31,16,0.8133547868061143
31,17,0.8704746580852776
31,18,0.8938053097345132
31,19,0.8584070796460177
31,20,0.7554304102976669
31,21,0.7860016090104586
31,22,0.8600160901045857
31,23,0.9034593724859211
31,24,0.9002413515687852
31,25,0.8970233306516492
31,26,0.9034593724859211
31,27,0.9026548672566371
31,28,0.8656476267095736
31,29,0.8439259855189059
31,30,0.7731295253419147
31,31,0.8865647626709574
